@relation Raisin_Grains_Dataset-weka.filters.unsupervised.attribute.Standardize

@attribute Area numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute Extent numeric
@attribute Perimeter numeric
@attribute Class {Kecimen,Besni}

@data
-0.955311,-1.241509,-0.54669,-1.891414,-0.966784,2.54257,-1.162469,Kecimen
0.160475,0.148155,0.442492,0.057751,0.193747,0.183023,0.341697,Kecimen
-0.094229,-0.154224,0.143131,-0.086041,-0.12127,0.267951,-0.076466,Kecimen
-0.20689,-0.171776,-0.085366,0.130336,-0.193285,0.926461,-0.04152,Kecimen
0.060814,-0.350951,0.805661,-1.398132,0.014886,1.179039,-0.106799,Kecimen
-0.674633,-0.642081,-0.606635,-0.045078,-0.63499,-0.162044,-0.557796,Kecimen
-0.212094,-0.54642,0.454822,-1.384104,-0.235057,0.665933,-0.331072,Kecimen
-0.474388,-0.654684,-0.000707,-0.933434,-0.474452,0.030774,-0.419655,Kecimen
-0.911185,-0.952189,-0.812793,-0.407739,-0.909265,-0.284634,-0.88659,Kecimen
-0.939029,-1.226343,-0.557277,-1.796847,-0.951454,0.709483,-1.132031,Kecimen
-0.820908,-0.837906,-0.550861,-0.536119,-0.776714,-0.20415,-0.688481,Kecimen
0.21178,-0.169974,0.975103,-1.174822,0.206599,0.59518,0.211851,Kecimen
-0.858623,-0.681903,-1.121661,0.489755,-0.864035,-0.815674,-0.859424,Kecimen
-0.432364,-0.904199,0.472395,-2.875462,-0.462507,1.133409,-0.631407,Kecimen
-0.821343,-1.183687,-0.220199,-2.466941,-0.822999,0.760409,-0.970899,Kecimen
-1.033947,-1.129928,-0.984059,-0.584039,-1.037204,0.400364,-1.113102,Kecimen
0.010073,0.365034,-0.315064,0.906929,-0.021808,-0.767767,0.099989,Kecimen
-0.335267,-0.651694,0.325127,-1.483043,-0.365449,1.256242,-0.428221,Kecimen
-0.436287,-0.588435,-0.101711,-0.615269,-0.47173,0.872481,-0.592253,Kecimen
-0.997642,-0.972387,-1.140106,0.026327,-0.998744,-0.667544,-1.061981,Kecimen
-0.916697,-1.010269,-0.817309,-0.545384,-0.923148,-0.083351,-0.99522,Kecimen
-0.885443,-0.816831,-1.003844,0.139037,-0.880518,-0.108773,-0.890896,Kecimen
-0.783986,-0.659273,-0.938071,0.320823,-0.781939,-0.926272,-0.775889,Kecimen
0.236445,0.215811,0.371396,0.213986,0.205422,-0.529346,0.170805,Kecimen
-0.751475,-0.535962,-0.974822,0.534737,-0.728246,-1.298056,-0.611729,Kecimen
-0.87293,-0.615317,-1.222016,0.68038,-0.833693,0.201756,-0.733619,Kecimen
0.584888,0.260392,1.048451,-0.389273,0.514208,0.989181,0.317676,Kecimen
-0.990437,-1.28839,-0.600178,-1.975583,-0.99374,0.525642,-1.171733,Kecimen
-0.874469,-0.712773,-1.134957,0.460166,-0.860871,0.595369,-0.829917,Kecimen
-0.376368,-0.189504,-0.465486,0.479063,-0.383771,-0.804129,-0.25261,Kecimen
-0.957874,-1.056327,-0.91286,-0.507609,-0.972082,0.443589,-1.147975,Kecimen
-1.052818,-1.097726,-1.101088,-0.30648,-1.057391,0.107632,-1.162002,Kecimen
-0.474003,-0.323445,-0.515419,0.355126,-0.466432,-0.707591,-0.363519,Kecimen
-0.320242,-0.329886,-0.168287,-0.025282,-0.345066,0.097334,-0.336562,Kecimen
-0.855752,-0.791271,-0.957059,0.125612,-0.858761,0.446693,-0.887729,Kecimen
-1.23827,-1.247022,-1.481344,-0.058273,-1.220038,0.438851,-1.371163,Kecimen
-0.544487,-0.764248,-0.098775,-1.076016,-0.566801,1.12982,-0.629927,Kecimen
-1.090713,-1.209475,-1.023607,-0.74278,-1.055797,-0.796622,-1.044967,Kecimen
-0.76468,-0.815417,-0.637709,-0.353872,-0.781841,1.454832,-0.877074,Kecimen
-0.32537,-0.536043,0.159762,-0.876831,-0.336824,0.774431,-0.418757,Kecimen
-0.225965,-0.588521,0.492163,-1.583552,-0.265668,0.175605,-0.345266,Kecimen
-0.296167,-0.574864,0.30064,-1.205786,-0.312566,0.463447,-0.350132,Kecimen
-0.117305,-0.061064,-0.013584,0.214097,-0.118744,-0.860584,-0.04556,Kecimen
-1.072817,-1.549501,-0.382486,-4.792074,-1.079565,0.79996,-1.299335,Kecimen
-0.770167,-0.742814,-0.787742,-0.001141,-0.769012,0.712101,-0.786025,Kecimen
-1.234167,-1.535585,-1.044707,-2.013869,-1.209883,-0.682055,-1.367755,Kecimen
-1.198759,-0.983222,-1.743583,0.748814,-1.18278,-1.090781,-1.165505,Kecimen
-1.026435,-1.029042,-1.148201,-0.078791,-1.028938,-0.301086,-1.125533,Kecimen
-0.882391,-1.112457,-0.519544,-1.41944,-0.883707,0.303715,-0.946948,Kecimen
-0.371393,-0.332376,-0.306061,0.123549,-0.381,0.188159,-0.331043,Kecimen
0.103248,0.279466,0.069275,0.544427,0.107284,0.203157,0.317263,Kecimen
-0.419263,-0.284125,-0.293852,0.182969,-0.424881,0.97863,-0.235256,Kecimen
-0.713657,-0.671593,-0.696258,0.013442,-0.719956,1.05324,-0.684076,Kecimen
-0.926133,-0.910846,-0.911669,-0.167441,-0.899601,0.541156,-0.868227,Kecimen
-1.192785,-1.403063,-1.097298,-1.262052,-1.194063,0.614864,-1.342,Kecimen
0.126426,0.052188,0.341889,0.020882,0.086018,0.086299,0.064071,Kecimen
-1.107046,-1.151984,-1.194822,-0.2887,-1.085746,-0.454912,-1.159463,Kecimen
-0.09087,-0.168333,0.169757,-0.138616,-0.127745,-0.237996,-0.03253,Kecimen
-0.736579,-0.693262,-0.756344,0.049386,-0.724641,-1.010127,-0.648856,Kecimen
-0.745168,-0.736368,-0.642268,-0.179884,-0.747746,0.286366,-0.795113,Kecimen
-0.491695,-0.164101,-0.75205,0.759323,-0.496798,0.724437,-0.250634,Kecimen
-0.919518,-0.70413,-1.253694,0.599067,-0.914735,0.177441,-0.926518,Kecimen
-0.272886,-0.315866,-0.025541,-0.166271,-0.207021,-0.516342,-0.140623,Kecimen
-0.069205,-0.419183,0.685558,-1.397362,-0.076776,1.448283,-0.096655,Kecimen
-0.90498,-1.148213,-0.564849,-1.457379,-0.922216,1.059614,-1.107261,Kecimen
-1.227193,-1.543345,-0.920604,-2.440831,-1.216408,0.150812,-1.418167,Kecimen
-1.002795,-1.07171,-1.004373,-0.397358,-1.002914,0.759699,-1.159701,Kecimen
0.001381,0.088716,0.023487,0.37062,-0.006895,0.172414,0.037917,Kecimen
-0.515001,-0.491281,-0.425193,0.000951,-0.492628,0.7011,-0.514726,Kecimen
-0.61115,-0.843861,-0.132021,-1.259859,-0.632414,1.075254,-0.776075,Kecimen
-1.136942,-0.837885,-1.70395,0.887872,-1.116455,-0.403489,-1.09021,Kecimen
-0.160456,-0.427296,0.386525,-0.946693,-0.205525,0.228394,-0.396175,Kecimen
-1.134326,-1.158337,-1.326143,-0.097039,-1.128597,-0.060299,-1.272981,Kecimen
-1.324521,-1.294197,-1.758282,0.258936,-1.319255,2.108871,-1.529584,Kecimen
-0.770808,-0.986304,-0.40418,-1.209415,-0.790058,0.246934,-0.946353,Kecimen
-0.481516,-0.500779,-0.336641,-0.122459,-0.503739,0.402763,-0.548412,Kecimen
-0.226196,-0.084182,-0.257011,0.415091,-0.239006,1.008611,-0.231892,Kecimen
-0.245221,-0.249923,-0.093156,0.020031,-0.282298,1.093822,-0.388154,Kecimen
-0.019695,-0.396087,0.699471,-1.353547,-0.069908,0.530937,-0.260504,Kecimen
-1.28801,-1.710707,-0.926928,-3.726727,-1.283125,1.774203,-1.577286,Kecimen
-0.206556,0.094836,-0.455513,0.774766,-0.232236,0.728293,-0.164169,Kecimen
-1.119122,-1.061945,-1.368218,0.164494,-1.125874,-1.232545,-1.260912,Kecimen
-0.012874,-0.327658,0.593951,-1.007259,-0.038781,0.724504,-0.159797,Kecimen
-0.474131,-0.492324,-0.345948,-0.095834,-0.502022,0.12433,-0.601505,Kecimen
-0.032284,-0.696359,1.2249,-3.866707,-0.090119,1.615519,-0.350099,Kecimen
-0.719836,-0.809121,-0.453679,-0.615775,-0.70335,-0.295444,-0.728614,Kecimen
-0.717452,-0.81308,-0.53089,-0.506914,-0.749046,0.014567,-0.912692,Kecimen
-0.62438,-0.828059,-0.225083,-1.043904,-0.644139,0.669732,-0.805012,Kecimen
-0.661711,-0.837525,-0.219006,-1.082718,-0.675633,-0.493191,-0.757146,Kecimen
-0.33437,-0.342162,-0.178962,-0.033463,-0.3355,-0.25052,-0.374518,Kecimen
-0.374624,-0.257316,-0.373266,0.302502,-0.383207,0.759475,-0.420061,Kecimen
-0.546025,-0.741374,-0.107991,-0.994892,-0.5383,0.065586,-0.599759,Kecimen
-0.332165,-0.439565,-0.037429,-0.383326,-0.368711,0.671142,-0.45703,Kecimen
-1.261961,-1.348599,-1.470938,-0.328981,-1.257321,-0.054511,-1.473777,Kecimen
-0.677582,-0.785938,-0.409369,-0.627059,-0.666165,0.114173,-0.695319,Kecimen
-1.237295,-1.478064,-1.120701,-1.522889,-1.236742,0.633575,-1.468152,Kecimen
-0.969335,-1.113019,-0.843411,-0.785292,-0.989203,1.492232,-1.211183,Kecimen
-0.993308,-1.173625,-0.731663,-1.197842,-0.992269,-0.761136,-1.08163,Kecimen
-1.047203,-0.750992,-1.54737,0.835912,-1.047604,-1.587399,-1.002244,Kecimen
-0.782858,-0.501838,-1.150495,0.746065,-0.794718,1.302518,-0.788893,Kecimen
-0.740861,-0.720351,-0.727468,-0.03662,-0.755645,0.088824,-0.807365,Kecimen
-0.93503,-0.939763,-0.967054,-0.149803,-0.913484,0.805955,-0.976609,Kecimen
-0.650789,-0.916731,-0.135635,-1.499159,-0.666313,0.309608,-0.797641,Kecimen
-1.009102,-0.860765,-1.291705,0.415615,-1.010321,-1.381998,-1.033234,Kecimen
-0.600996,-0.467682,-0.656806,0.298675,-0.580733,-0.837198,-0.394535,Kecimen
-0.381752,-0.139715,-0.498758,0.567903,-0.350119,-0.369126,-0.127155,Kecimen
-0.984309,-1.210597,-0.701554,-1.398412,-0.984984,0.215564,-1.083847,Kecimen
-1.078945,-1.204227,-1.029587,-0.715879,-1.04314,-0.947828,-1.059826,Kecimen
-0.584997,-0.513434,-0.551686,0.111403,-0.572467,-0.54968,-0.430007,Kecimen
-0.797268,-1.185171,-0.135461,-2.719571,-0.81049,1.473355,-0.954831,Kecimen
0.147553,0.066397,0.42199,-0.039314,0.111945,-0.232624,0.118176,Kecimen
-0.150969,-0.280979,0.218648,-0.397348,-0.136649,-0.681438,-0.19273,Kecimen
-0.218709,-0.206435,0.014597,-0.028891,-0.225908,0.166034,-0.202834,Kecimen
0.023585,0.133585,0.117839,0.340501,0.035417,-0.80382,0.184934,Kecimen
-0.572665,-0.486609,-0.539102,0.140324,-0.568273,0.279242,-0.532858,Kecimen
-0.307807,-0.775173,0.693401,-2.784952,-0.293262,0.77789,-0.367892,Kecimen
-0.283655,-0.4046,0.072933,-0.456414,-0.294047,0.854621,-0.398761,Kecimen
-0.861111,-0.746663,-1.000051,0.254087,-0.850152,-0.205967,-0.856491,Kecimen
-0.900237,-1.270527,-0.247539,-2.892842,-0.891016,0.715216,-0.98684,Kecimen
-0.083717,0.091343,-0.122303,0.500818,-0.084821,-0.223136,0.01489,Kecimen
-1.365186,-1.434176,-1.710481,-0.135112,-1.340963,-0.660589,-1.517881,Kecimen
-0.976591,-1.108135,-0.822655,-0.808525,-0.955035,-0.923927,-1.053741,Kecimen
-1.232962,-1.619266,-0.887679,-3.088652,-1.240838,1.494812,-1.564991,Kecimen
-1.050177,-1.43028,-0.57304,-2.862716,-1.065682,1.114357,-1.336608,Kecimen
-0.90398,-0.625364,-1.305918,0.749794,-0.896191,0.072844,-0.863647,Kecimen
-1.184837,-1.036368,-1.523635,0.413231,-1.138923,-2.372218,-1.080651,Kecimen
-1.111328,-1.174695,-1.138884,-0.439187,-1.071887,-0.974083,-1.156767,Kecimen
-0.939927,-0.978856,-0.869444,-0.383842,-0.923614,0.197191,-0.989415,Kecimen
-1.139916,-0.922744,-1.5864,0.65905,-1.089082,-0.939478,-1.055238,Kecimen
-0.867059,-0.858182,-0.826597,-0.176622,-0.86119,-0.491622,-0.857634,Kecimen
-0.725349,-0.536838,-0.907426,0.464707,-0.728909,1.040806,-0.721594,Kecimen
-0.052949,-0.435726,0.67551,-1.42928,-0.101402,1.171605,-0.260555,Kecimen
-0.812985,-1.013001,-0.444212,-1.220788,-0.796803,0.22933,-0.864947,Kecimen
-1.068766,-1.127528,-1.065873,-0.438516,-1.010321,-1.319213,-0.945637,Kecimen
-0.772474,-0.835608,-0.644417,-0.38963,-0.78969,-0.202724,-0.875394,Kecimen
-0.659968,-0.677047,-0.532598,-0.207789,-0.646935,-0.915346,-0.590514,Kecimen
-0.962259,-1.081851,-0.844481,-0.693139,-0.960774,-0.224437,-1.084713,Kecimen
-0.271245,-0.59286,0.450534,-1.521607,-0.252987,0.616732,-0.202607,Kecimen
-1.08215,-1.473982,-0.576766,-3.160196,-1.077284,0.781368,-1.288081,Kecimen
-1.262986,-1.266362,-1.581703,0.053896,-1.26127,1.139527,-1.444004,Kecimen
-1.240064,-1.58716,-0.837241,-3.035023,-1.18695,-0.985271,-1.362127,Kecimen
-0.351138,-0.122525,-0.478678,0.569674,-0.322647,0.130011,-0.258805,Kecimen
-1.180683,-1.156043,-1.406247,0.02849,-1.173042,-0.152934,-1.319922,Kecimen
-0.675377,-0.530272,-0.817552,0.379659,-0.688486,1.632163,-0.728414,Kecimen
-1.129711,-1.120554,-1.373043,0.054477,-1.136887,-0.550331,-1.328316,Kecimen
-0.366778,-0.731493,0.420609,-1.953789,-0.363781,0.593588,-0.423337,Kecimen
-1.215348,-1.220929,-1.505629,0.037425,-1.225851,0.424484,-1.475567,Kecimen
-0.652814,-0.712208,-0.433458,-0.418537,-0.669354,0.114325,-0.681095,Kecimen
-1.071638,-1.155259,-0.849397,-0.903344,-1.040589,-0.079093,-1.11529,Kecimen
-1.13607,-1.372716,-0.9867,-1.396368,-1.14427,1.019559,-1.388288,Kecimen
-0.952644,-0.89472,-1.099188,0.120149,-0.949835,1.249089,-1.061642,Kecimen
-0.681223,-0.705851,-0.553824,-0.237504,-0.678994,0.35933,-0.700704,Kecimen
-0.228734,-0.308785,0.049548,-0.242837,-0.250509,-0.393902,-0.267375,Kecimen
-0.745348,-0.546783,-0.989561,0.53547,-0.768743,1.084176,-0.806225,Kecimen
-0.501284,-0.366055,-0.595261,0.377784,-0.511147,0.871961,-0.451665,Kecimen
-0.651327,-0.31484,-1.027217,0.837166,-0.649118,0.7589,-0.590134,Kecimen
-0.378393,-0.289497,-0.393285,0.278203,-0.415609,-0.165651,-0.46941,Kecimen
-0.841906,-1.120139,-0.402061,-1.708352,-0.84218,0.969391,-0.994515,Kecimen
-0.096075,0.188268,-0.185404,0.65434,-0.109791,-1.449275,0.047915,Kecimen
0.060865,0.304386,-0.087696,0.691007,0.027837,0.981809,0.053226,Kecimen
-0.51077,-0.411435,-0.422723,0.128866,-0.510828,-0.031748,-0.493262,Kecimen
-1.12566,-1.093028,-1.264078,-0.046367,-1.09747,-0.949466,-1.027934,Kecimen
-1.388185,-1.754953,-1.267863,-2.65947,-1.383372,1.74853,-1.70399,Kecimen
-0.275911,-0.364004,0.061177,-0.360561,-0.27207,0.512876,-0.196135,Kecimen
-0.587895,-0.325033,-0.830851,0.654473,-0.576049,1.328184,-0.551999,Kecimen
-1.158787,-1.299442,-1.084566,-0.911123,-1.134238,-0.493377,-1.189854,Kecimen
-0.212658,-0.43272,0.250975,-0.761398,-0.23074,0.600159,-0.33094,Kecimen
-0.742194,-0.949006,-0.382127,-1.130334,-0.750297,-0.171012,-0.872497,Kecimen
-0.514078,-0.70438,-0.056182,-0.978035,-0.531039,-0.827535,-0.487823,Kecimen
-0.845137,-1.057417,-0.544729,-1.173287,-0.866022,0.723557,-1.018386,Kecimen
-0.242349,-0.190634,-0.180987,0.201214,-0.262749,-0.284934,-0.242525,Kecimen
-0.393751,-0.251544,-0.45912,0.394966,-0.409747,0.179467,-0.404014,Kecimen
-0.758039,-0.918988,-0.469922,-0.882134,-0.765505,0.405519,-0.824383,Kecimen
0.155758,-0.184798,0.76873,-0.916202,0.119843,1.274795,0.03017,Kecimen
-0.504463,-0.428788,-0.488751,0.174802,-0.5162,-0.744432,-0.420214,Kecimen
-0.34301,-0.165753,-0.454872,0.497948,-0.361475,-0.375068,-0.344437,Kecimen
-0.696222,-0.918414,-0.245247,-1.289626,-0.701658,0.412111,-0.819759,Kecimen
1.244442,2.515824,1.137317,1.339125,2.100402,-3.174483,3.40569,Kecimen
-0.583382,-0.428456,-0.725587,0.425319,-0.606096,-1.031483,-0.598587,Kecimen
-0.399597,-0.467785,-0.099196,-0.35958,-0.412396,1.464171,-0.422574,Kecimen
-0.164071,-0.084759,-0.128056,0.293227,-0.18524,0.26596,-0.063031,Kecimen
